fold,history_window,model,MAE,RMSE,R2,training_time,inference_time,n_train,n_test,fold_test_start,fold_test_end
6,12,LightGBM,3.2270997023518406,3.843445833255292,0.2995775204979163,0.012832000000344124,0.0003297500006738119,802,26,2005-12-17,2006-06-11
7,12,Persistence (baseline),5.6923076923076925,7.43691416568003,-0.41514004542013616,0.0,0.0,828,26,2006-06-18,2006-12-10
7,12,XGBoost,5.382155455075777,6.417646995693997,-0.053817806278045444,0.043677042001945665,0.0003945839998777956,828,26,2006-06-18,2006-12-10
7,12,LightGBM,4.985262624895028,6.307212750461614,-0.017861865685080636,0.013017334000323899,0.0003284580016043037,828,26,2006-06-18,2006-12-10
8,12,Persistence (baseline),5.538461538461538,6.793662204867575,-0.0057702846458851376,0.0,0.0,854,26,2006-12-17,2007-06-11
8,12,XGBoost,5.108307031484751,6.3333625206793664,0.12590306459488843,0.04427866700279992,0.0004040419989905786,854,26,2006-12-17,2007-06-11
8,12,LightGBM,4.816693966030637,5.98726576798797,0.21882564938177662,0.013555749999795808,0.0003288750012870878,854,26,2006-12-17,2007-06-11
9,12,Persistence (baseline),15.576923076923077,22.691069066586866,0.6771380230267185,0.0,0.0,880,26,2007-06-18,2007-12-10
9,12,XGBoost,17.723668025090145,24.10549590602529,0.6356329243637862,0.04383074999714154,0.0003959579989896156,880,26,2007-06-18,2007-12-10
9,12,LightGBM,17.1456929689684,25.137037430479737,0.6037811163764035,0.013273832999402657,0.00033408300078008324,880,26,2007-06-18,2007-12-10
